"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp"
8,518735,"Grandal, Yasmani",1617,0.5,1,3,,4,2.002,1.108,0.639,8,8,102.2,27,2304,91.1,91.69,0,8,0,0.6000000000000085,6.6,110,148,130,151,295,321,295,"-9.1","9.1"
8,671277,"García, Luis",1582,0.5,1,3,,4,2.002,1.247,0.695,8,8,103.2,26.5,2383,92.6,93.1,0,8,0,0.5,6.47,112,149,110,153,293,318,300,"-10.5","10.5"
8,671221,"Waters, Drew",1244,0.6,1,3,,4,2.002,1.584,0.798,8,8,105.4,30.4,2223,90,90.24,0,8,0,0.20000000000000284,6.35,121,146,101,151,293,326,304,"-9.3","9.3"
8,670764,"Walls, Taylor",1324,0.6,1,3,,4,2.002,0.763,0.397,8,8,99.4,33.1,2256,90.1,90.7,0,8,0,0.6000000000000085,6.71,122,149,110,151,292,321,294,"-12.2","12.2"
8,595281,"Kiermaier, Kevin",1388,0.6,1,3,,4,2.002,1.129,0.623,8,8,101.6,28.5,2137,87.5,87.65,0,8,0,0.20000000000000284,6.35,124,148,116,152,284,322,293,"-9.5","9.5"
8,683146,"Baty, Brett",1368,0.6,1,3,,4,2.002,1.727,0.878,8,8,106.2,27.6,2008,89.2,89.56,0,8,0,0.3999999999999915,6.54,123,149,117,153,298,322,305,"-8.1","8.1"
8,680776,"Duran, Jarren",1397,0.6,1,3,,4,2.002,1.209,0.661,8,8,103.2,27,2129,86.7,86.7,0,8,0,0,6.28,99,142,104,150,279,319,307,"-12.1","12.1"
7,678246,"Vargas, Miguel",1204,0.6,1,3,,4,2.002,1.381,0.714,7,7,104,30.1,2223,87.8,87.86,0,7,0,0.10000000000000853,6.43,103,151,118,145,299,321,294,"-9.7","9.7"
7,444482,"Peralta, David",1421,0.5,1,3,,4,2.002,1.606,0.818,7,7,104.8,30.1,2555,85.6,86.24,0,7,0,0.6000000000000085,6.66,113,146,123,149,293,321,304,"-9.6","9.6"
7,678894,"Peguero, Liover",689,1,1,3,,4,2.002,1.182,0.626,7,7,101.4,29.6,2256,86.3,86.9,0,7,0,0.6000000000000085,6.6,109,150,118,148,307,321,286,"-10.1","10.1"
7,669134,"Campusano, Luis",576,1.2,1,3,,4,2.002,1.057,0.617,7,7,101.4,27.4,2283,86.9,86.74,0,7,0,-0.20000000000000284,6.17,106,151,124,148,303,322,292,"-11.7","11.7"
7,668472,"Pratto, Nick",1365,0.5,1,3,,4,2.002,1.399,0.738,7,7,102.3,28.1,2251,87.3,87.73,0,7,0,0.4000000000000057,6.44,118,146,122,152,297,326,305,"-8.7","8.7"
7,453568,"Blackmon, Charlie",1393,0.5,1,3,,4,2.002,1.55,0.787,7,7,104.2,31,2485,86.2,86.71,0,7,0,0.5,6.33,120,148,112,154,302,334,306,"-9.2","9.2"
7,595453,"Wallach, Chad",662,1.1,1,3,,4,2.002,1.538,0.802,7,7,104.6,29,2089,92.2,93.13,0,7,0,0.8999999999999915,6.8,110,153,120,147,310,324,294,"-8.4","8.4"
7,668901,"Vientos, Mark",715,1,1,3,,4,2.002,1.69,0.871,7,7,106,28,2354,89.2,89.3,0,7,0,0.09999999999999432,6.47,108,152,123,147,302,324,288,"-8.4","8.4"
7,607680,"Pillar, Kevin",671,1,1,3,,4,2.002,1.259,0.647,7,7,101.5,31.1,2250,89.6,90.34,0,7,0,0.7000000000000028,6.56,107,153,114,146,302,325,290,"-8.8","8.8"
7,664874,"Zavala, Seby",741,0.9,1,3,,4,2.002,1.034,0.527,7,7,102.4,35.9,2525,87,86.8,0,7,0,-0.20000000000000284,6.31,112,153,123,149,300,325,290,"-8.8","8.8"
7,669743,"Call, Alex",1793,0.4,1,3,,4,2.002,1.342,0.704,7,7,103.5,30.6,2187,92,92.4,0,7,0,0.4000000000000057,6.34,105,151,112,147,307,326,291,"-8.5","8.5"
7,656976,"Smith, Pavin",923,0.8,1,3,,4,2.002,1.447,0.783,7,7,104.5,27.6,2372,91.3,91.83,0,7,0,0.5,6.66,104,141,108,148,290,322,300,"-11.4","11.4"
7,660707,"Montero, Elehuris",1043,0.7,1,3,,4,2.002,0.967,0.573,7,7,102.7,26.6,2266,84.9,85.51,0,7,0,0.5999999999999943,6.43,111,150,121,147,306,330,300,"-9.1","9.1"
7,664238,"Moore, Dylan",613,1.1,1,3,,4,2.002,1.246,0.662,7,7,104,29.6,2200,92.3,92.07,0,7,0,-0.20000000000000284,6.16,109,154,114,148,297,329,290,"-9.8","9.8"
7,672386,"Kirk, Alejandro",1613,0.4,1,3,,4,2.002,1.388,0.802,7,7,104.7,22.9,2299,85.1,84.47,0,7,0,-0.5999999999999943,6.06,103,149,121,146,300,323,284,"-9.8","9.8"
7,672275,"Bailey, Patrick",1317,0.5,1,3,,4,2.002,1.628,0.899,7,7,106.1,24.1,2303,91.3,91.17,0,7,0,-0.09999999999999432,6.19,112,143,114,141,298,316,296,"-10.7","10.7"
7,543063,"Crawford, Brandon",1208,0.6,1,3,,4,2.002,1.478,0.778,7,7,103.3,28.6,2377,90.7,91.3,0,7,0,0.5999999999999943,6.44,116,140,114,145,295,321,301,"-11.8","11.8"
7,643565,"Tauchman, Mike",1539,0.5,1,3,,4,2.002,1.186,0.652,7,7,101.6,28.9,1959,90.1,90.21,0,7,0,0.10000000000000853,6.31,126,148,111,151,289,321,302,"-9","9"
7,664056,"Bader, Harrison",1238,0.6,1,3,,4,2.002,1.435,0.76,7,7,103.2,27,2161,90.5,90.57,0,7,0,0.09999999999999432,6.34,98,146,112,145,298,321,288,"-12.8","12.8"
7,622761,"Mateo, Jorge",1267,0.6,1,3,,4,2.002,1.342,0.714,7,7,103.4,26.6,2177,85.4,85.54,0,7,0,0.09999999999999432,6.4,111,152,112,149,301,326,291,"-9.3","9.3"
7,670097,"Short, Zack",960,0.7,1,3,,4,2.002,1.233,0.657,7,7,102.6,29.3,2329,87.4,87.6,0,7,0,0.19999999999998863,6.44,107,144,110,141,295,328,289,"-10.2","10.2"
7,672515,"Moreno, Gabriel",1376,0.5,1,3,,4,2.002,1.205,0.617,7,7,102.4,32.1,2235,88.3,88.36,0,7,0,0.10000000000000853,6.33,111,147,121,144,299,317,286,"-10.6","10.6"
6,542208,"Pérez, Carlos",700,0.9,1,3,,4,2.002,1.385,0.76,6,6,103.5,26.8,2154,89.4,89.75,0,6,0,0.29999999999999716,6.43,116,153,122,149,304,321,292,"-6.8","6.8"
6,644374,"Chang, Yu",379,1.6,1,3,,4,2.002,1.412,0.729,6,6,105.3,30.2,2174,89.6,89.67,0,6,0,0.10000000000000853,6.32,106,153,115,148,287,322,293,"-8.5","8.5"
6,641856,"McKinney, Billy",611,1,1,3,,4,2.002,1.559,0.783,6,6,106,31.5,2254,92.7,92.85,0,6,0,0.09999999999999432,6.52,125,147,124,150,296,326,289,"-8","8"
6,663616,"Larnach, Trevor",829,0.7,1,3,,4,2.002,1.787,0.913,6,6,107.5,26,2322,91.6,91.85,0,6,0,0.29999999999999716,6.65,104,146,121,152,286,320,298,"-11.4","11.4"
6,572204,"Thompson, Trayce",668,0.9,1,3,,4,2.002,1.786,0.9,6,6,106.8,30.5,2034,88.1,88.78,0,6,0,0.7000000000000028,6.63,106,153,122,147,304,320,298,"-11.5","11.5"
6,596847,"Choi, Ji Man",433,1.4,1,3,,4,2.002,1.708,0.868,6,6,106,28,2210,91.6,91.42,0,6,0,-0.19999999999998863,6.13,118,147,130,154,297,326,300,"-6.4","6.4"
6,462101,"Andrus, Elvis",1493,0.4,1,3,,4,2.002,0.909,0.517,6,6,102.1,29.8,2114,89.6,90.73,0,6,0,1.1000000000000085,6.8,106,151,119,147,298,325,291,"-8.6","8.6"
6,663743,"Fortes, Nick",1059,0.6,1,3,,4,2.002,1.349,0.703,6,6,102.4,28.7,2141,85.6,85.8,0,6,0,0.20000000000000284,6.27,110,153,122,147,302,322,295,"-6.5","6.5"
6,571745,"Haniger, Mitch",881,0.7,1,3,,4,2.002,1.519,0.801,6,6,104.5,28.2,2354,89.6,89.67,0,6,0,0.10000000000000853,6.25,97,154,126,146,302,322,300,"-9.2","9.2"
6,543877,"Vázquez, Christian",1233,0.5,1,3,,4,2.002,0.765,0.435,6,6,99.1,29.8,2321,94.3,94.87,0,6,0,0.6000000000000085,6.55,106,153,123,149,303,322,285,"-8.5","8.5"
6,607054,"Peterson, Jace",1653,0.4,1,3,,4,2.002,1.235,0.645,6,6,102.5,28.5,2088,91.9,91.87,0,6,0,0,6.2,112,147,112,151,290,322,297,"-8.5","8.5"
6,666801,"Castro, Rodolfo",963,0.6,1,3,,4,2.002,1.625,0.851,6,6,105.4,28.8,2154,90.4,90.25,0,6,0,-0.10000000000000853,6.13,112,149,114,146,309,321,295,"-7.8","7.8"
6,642708,"Rosario, Amed",1921,0.3,1,3,,4,2.002,0.866,0.537,6,6,100.5,24.8,2224,88.2,88.57,0,6,0,0.3999999999999915,6.32,106,151,116,147,298,322,289,"-8.1","8.1"
6,686527,"Canzone, Dominic",571,1.1,1,3,,4,2.002,1.381,0.722,6,6,105.7,30.7,2189,91.7,92.07,0,6,0,0.3999999999999915,6.43,101,142,106,151,295,324,301,"-9.4","9.4"
6,643396,"Kiner-Falefa, Isiah",1393,0.4,1,3,,4,2.002,0.86,0.479,6,6,99.7,30,2133,90.8,90.9,0,6,0,0.10000000000000853,6.3,110,149,121,146,301,326,277,"-7.3","7.3"
6,667452,"Julks, Corey",1326,0.5,1,3,,4,2.002,1.593,0.854,6,6,105.9,24.8,2334,91.2,91.4,0,6,0,0.20000000000000284,6.45,108,151,119,146,292,326,293,"-8.4","8.4"
6,668930,"Turang, Brice",1697,0.4,1,3,,4,2.002,1.341,0.733,6,6,103.2,27.8,2119,87.2,87.83,0,6,0,0.5999999999999943,6.58,118,145,102,150,284,321,297,"-12","12"
6,672695,"Perdomo, Geraldo",1928,0.3,1,3,,4,2.002,0.76,0.465,6,6,99.9,27.7,2145,90.6,91.28,0,6,0,0.7000000000000028,6.6,118,147,106,152,293,321,300,"-8.4","8.4"
6,614173,"Cordero, Franchy",250,2.4,1,3,,4,2.002,1.292,0.692,6,6,102.9,26.3,2358,88.5,89.12,0,6,0,0.5999999999999943,6.53,124,147,118,153,300,326,294,"-9.6","9.6"
6,605170,"Caratini, Victor",750,0.8,1,3,,4,2.002,1.559,0.832,6,6,105.2,27,2214,91.5,92.35,0,6,0,0.9000000000000057,6.77,112,145,119,152,289,318,301,"-7.2","7.2"
6,500871,"Escobar, Eduardo",1161,0.5,1,3,,4,2.002,0.866,0.446,6,6,101.4,34.8,2247,91,91.47,0,6,0,0.5,6.62,105,149,119,146,296,321,295,"-8.7","8.7"
6,543510,"McCann, James",789,0.8,1,3,,4,2.002,1.537,0.797,6,6,104,29.8,2123,88,88.35,0,6,0,0.29999999999999716,6.57,114,152,119,148,301,321,286,"-6.3","6.3"
5,650907,"Pinto, René",319,1.6,1,3,,4,2.002,1.43,0.782,5,5,104.9,26.8,2222,90.4,90.18,0,5,0,-0.20000000000000284,6.28,115,150,118,147,304,329,298,"-7.4","7.4"
5,596103,"Slater, Austin",752,0.7,1,3,,4,2.002,1.777,0.919,5,5,106.6,27,2321,85.5,85.28,0,5,0,-0.20000000000000284,6.12,108,151,122,148,295,321,284,"-7.2","7.2"
5,572761,"Carpenter, Matt",1014,0.5,1,3,,4,2.002,1.487,0.788,5,5,103.8,26,2254,92.5,92.72,0,5,0,0.20000000000000284,6.62,117,146,118,153,300,324,297,"-7","7"
5,656413,"Fairchild, Stuart",912,0.5,1,3,,4,2.002,1.371,0.749,5,5,103.3,27,2202,88.1,88.68,0,5,0,0.6000000000000085,6.4,103,151,111,146,295,319,289,"-6.3","6.3"
5,643217,"Benintendi, Andrew",2256,0.2,1,3,,4,2.002,0.801,0.448,5,5,99.4,29.2,2132,90.8,91.44,0,5,0,0.6000000000000085,6.64,125,147,119,153,281,322,301,"-5.1","5.1"
5,666185,"Carlson, Dylan",1047,0.5,1,3,,4,2.002,1.377,0.715,5,5,103.4,30.4,2354,90,90.44,0,5,0,0.4000000000000057,6.74,105,147,110,145,301,334,310,"-7.8","7.8"
5,665828,"Cabrera, Oswaldo",1089,0.5,1,3,,4,2.002,0.555,0.307,5,5,96.5,32.4,2333,87.3,87.94,0,5,0,0.6000000000000085,6.7,107,141,122,143,302,313,288,"-6.2","6.2"
5,542583,"Aguilar, Jesús",448,1.1,1,3,,4,2.002,1.28,0.695,5,5,103.8,28.2,2151,87.7,87.52,0,5,0,-0.20000000000000284,6.22,112,152,124,149,307,328,294,"-7.6","7.6"
5,681584,"Villar, David",544,0.9,1,3,,4,2.002,1.301,0.686,5,5,102.6,29.4,2362,89.5,89.74,0,5,0,0.20000000000000284,6.44,114,151,112,147,299,317,292,"-6.5","6.5"
5,693049,"Colás, Oscar",933,0.5,1,3,,4,2.002,1.5,0.79,5,5,106.8,25.2,2223,87.8,88.56,0,5,0,0.7999999999999972,6.58,109,145,104,152,291,319,299,"-6.3","6.3"
5,571912,"Maile, Luke",714,0.7,1,3,,4,2.002,1.577,0.81,5,5,103.8,29.2,2277,89.1,89.76,0,5,0,0.7000000000000028,6.52,104,149,122,147,297,322,283,"-7.9","7.9"
5,665839,"Valdez, Enmanuel",514,1,1,3,,4,2.002,1.195,0.625,5,5,101.9,30.2,2339,84.4,84.18,0,5,0,-0.20000000000000284,6.26,105,139,111,146,275,318,300,"-7.4","7.4"
5,665804,"Amaya, Miguel",590,0.8,1,3,,4,2.002,1.251,0.674,5,5,101.9,27.8,2112,82.1,82.24,0,5,0,0.10000000000000853,6.28,107,153,123,149,296,322,296,"-7.4","7.4"
5,672820,"Sosa, Lenyn",547,0.9,1,3,,4,2.002,0.921,0.49,5,5,100.5,30.8,2288,90,90.96,0,5,0,1,6.56,111,151,114,149,299,326,293,"-7.4","7.4"
5,595909,"Cave, Jake",718,0.7,1,3,,4,2.002,1.659,0.863,5,5,104.7,26.4,2100,90.6,90.42,0,5,0,-0.19999999999998863,6.26,115,146,127,152,288,319,303,"-6.5","6.5"
5,680911,"Miller, Owen",1192,0.4,1,3,,4,2.002,1.325,0.726,5,5,103.9,28.2,2161,87.7,87.6,0,5,0,-0.10000000000000853,6.18,113,153,122,147,298,319,278,"-6.1","6.1"
5,686823,"Brennan, Will",1537,0.3,1,3,,4,2.002,1.194,0.7,5,5,102.6,24.6,2598,85.7,85.58,0,5,0,-0.10000000000000853,6.26,116,148,108,153,285,316,294,"-5.6","5.6"
5,643393,"Kemp, Tony",1465,0.3,1,3,,4,2.002,0.807,0.448,5,5,98.7,28.2,2390,89.2,89.52,0,5,0,0.29999999999999716,6.36,106,146,90,151,283,321,296,"-5","5"
5,443558,"Cruz, Nelson",566,0.9,1,3,,4,2.002,1.39,0.726,5,5,104.8,26.2,2131,89.7,89.96,0,5,0,0.29999999999999716,6.52,106,152,123,148,315,320,291,"-6","6"
5,594777,"Calhoun, Kole",602,0.8,1,3,,4,2.002,1.34,0.675,5,5,103,32.4,2175,88.9,89.86,0,5,0,1,6.66,117,147,131,153,291,320,295,"-8.7","8.7"
5,456781,"Solano, Donovan",1668,0.3,1,3,,4,2.002,1.306,0.701,5,5,102.5,28.6,2248,87.2,87.3,0,5,0,0.09999999999999432,6.32,110,151,123,146,305,320,285,"-7.4","7.4"
5,675656,"Smith, Kevin",477,1,1,3,,4,2.002,1.25,0.657,5,5,102.6,29.2,2267,87.7,87.62,0,5,0,-0.10000000000000853,6.24,107,152,109,148,300,322,292,"-7","7"
5,500743,"Rojas, Miguel",1388,0.4,1,3,,4,2.002,0.838,0.542,5,5,100.7,24.2,2201,92.6,92.52,0,5,0,-0.09999999999999432,6.26,108,152,117,147,301,317,293,"-5.8","5.8"
5,680700,"Palacios, Richie",264,1.9,1,3,,4,2.002,1.032,0.537,5,5,100.9,30.6,2275,88.7,89.24,0,5,0,0.5,6.62,122,148,110,153,283,315,303,"-5.1","5.1"
5,572041,"Pollock, AJ",557,0.9,1,3,,4,2.002,1.241,0.714,5,5,103.2,24.8,2370,87.3,87.34,0,5,0,0,6.2,99,153,120,145,301,324,293,"-7.3","7.3"
5,641432,"Calhoun, Willie",562,0.9,1,3,,4,2.002,0.827,0.545,5,5,101,23.4,2282,88.8,89.08,0,5,0,0.29999999999999716,6.54,110,147,124,152,301,326,285,"-6.6","6.6"
5,642336,"Mejía, Francisco",577,0.9,1,3,,4,2.002,0.956,0.548,5,5,100.1,28.2,2224,89.1,89.58,0,5,0,0.5,6.56,122,147,128,152,292,331,297,"-7.6","7.6"
5,516782,"Marte, Starling",1269,0.4,1,3,,4,2.002,1.78,0.906,5,5,105.7,27.4,2068,87.6,87.98,0,5,0,0.4000000000000057,6.6,103,148,100,147,297,320,287,"-7.3","7.3"
5,664728,"Isbel, Kyle",1055,0.5,1,3,,4,2.002,1.167,0.704,5,5,103.5,24.8,2267,93.8,94.52,0,5,0,0.7000000000000028,6.6,118,146,110,151,293,322,297,"-5.6","5.6"
5,680779,"Davis, Henry",896,0.6,1,3,,4,2.002,1.392,0.76,5,5,104.1,25.6,2292,90.5,90.9,0,5,0,0.4000000000000057,6.56,112,153,121,149,310,323,293,"-5.7","5.7"
5,669701,"Smith, Josh H.",967,0.5,1,3,,4,2.002,1.689,0.867,5,5,105.2,26.6,2179,86,84.92,0,5,0,-1.0999999999999943,5.6,110,148,116,151,293,328,300,"-5.8","5.8"
5,680757,"Kwan, Steven",2673,0.2,1,3,,4,2.002,0.857,0.49,5,5,99.1,26.8,2175,90.4,90.68,0,5,0,0.29999999999999716,6.46,124,149,115,153,285,311,293,"-5.1","5.1"
4,545121,"Vargas, Ildemaro",931,0.4,1,3,,4,2.002,1.529,0.858,4,4,104.6,23.8,2257,92.5,92.75,0,4,0,0.3999999999999915,6.42,96,145,118,145,299,321,290,"-7.8","7.8"
4,676609,"Caballero, José",1101,0.4,1,3,,4,2.002,1.472,0.801,4,4,104.9,24.3,2071,92.9,93.38,0,4,0,0.5,6.55,112,150,110,146,308,318,292,"-5.9","5.9"
4,543939,"Wong, Kolten",928,0.4,1,3,,4,2.002,0.666,0.345,4,4,98.3,33.8,2790,85.1,84.55,0,4,0,-0.5999999999999943,5.97,115,148,113,154,291,321,303,"-6.7","6.7"
4,671732,"Butler, Lawrence",400,1,1,3,,4,2.002,1.932,0.987,4,4,109.6,25.3,2313,87.3,87.88,0,4,0,0.6000000000000085,6.53,107,144,104,150,290,317,304,"-5.9","5.9"
4,669397,"Allen, Nick",1036,0.4,1,3,,4,2.002,0.799,0.435,4,4,98.1,29.8,2311,87.6,87.38,0,4,0,-0.19999999999998863,6.17,110,152,101,149,298,314,291,"-4.8","4.8"
4,665019,"Clemens, Kody",609,0.7,1,3,,4,2.002,0.959,0.507,4,4,101.1,34.3,2260,91.4,91.5,0,4,0,0.09999999999999432,6.45,110,148,120,153,283,321,294,"-5.6","5.6"
4,602104,"Urías, Ramón",1394,0.3,1,3,,4,2.002,1.266,0.66,4,4,103.9,30.8,2368,91.4,91.58,0,4,0,0.29999999999999716,6.38,98,152,120,147,298,320,293,"-5.1","5.1"
4,605361,"Martini, Nick",267,1.5,1,3,,4,2.002,0.932,0.516,4,4,101.2,30.8,2369,90,90.05,0,4,0,0,6.35,120,146,119,151,291,318,295,"-7","7"
4,493329,"Gurriel, Yuli",1156,0.3,1,3,,4,2.002,0.757,0.457,4,4,98.4,25,2256,88.4,88.92,0,4,0,0.5,6.58,117,152,120,148,305,323,285,"-5.1","5.1"
4,641820,"Mancini, Trey",1050,0.4,1,3,,4,2.002,1.482,0.775,4,4,104.9,27.5,1889,87.8,87.42,0,4,0,-0.3999999999999915,6.15,101,150,121,145,298,322,293,"-5.5","5.5"
4,606992,"Haase, Eric",1118,0.4,1,3,,4,2.002,1.078,0.625,4,4,101.7,26.3,2207,89.1,89.75,0,4,0,0.7000000000000028,6.55,117,152,124,147,291,324,291,"-5.3","5.3"
4,670712,"Brosseau, Mike",298,1.3,1,3,,4,2.002,1.349,0.696,4,4,102.3,29,2292,90.1,90.17,0,4,0,0.10000000000000853,6.38,116,153,116,147,300,320,287,"-4","4"
4,691176,"Domínguez, Jasson",120,3.3,1,3,,4,2.002,0.878,0.569,4,4,102.6,25.8,2423,89.4,88.67,0,4,0,-0.5999999999999943,6,106,147,135,153,292,331,298,"-6.3","6.3"
4,672580,"Garcia, Maikel",1862,0.2,1,3,,4,2.002,1.115,0.641,4,4,102,25,2324,87.6,87.9,0,4,0,0.4000000000000057,6.38,106,150,118,150,304,328,290,"-4.9","4.9"
4,649557,"Díaz, Aledmys",1127,0.4,1,3,,4,2.002,1.079,0.627,4,4,101.4,25.3,1999,90,90.33,0,4,0,0.29999999999999716,6.53,116,153,123,149,305,325,288,"-3.9","3.9"
4,596059,"Odor, Rougned",585,0.7,1,3,,4,2.002,1.337,0.727,4,4,102.2,27.3,2229,88.6,89.38,0,4,0,0.9000000000000057,6.8,109,144,107,153,292,331,306,"-7.1","7.1"
4,669911,"Toglia, Michael",580,0.7,1,3,,4,2.002,0.888,0.469,4,4,101.7,32.3,2238,93.1,93.85,0,4,0,0.7000000000000028,6.45,125,148,117,154,292,333,308,"-4","4"
4,665923,"Ruiz, Esteury",1649,0.2,1,3,,4,2.002,1.063,0.557,4,4,100.7,30.5,2164,89.1,89,0,4,0,-0.09999999999999432,6.38,108,153,103,147,297,314,289,"-5.4","5.4"
4,656896,"Rivera, Emmanuel",1076,0.4,1,3,,4,2.002,1.03,0.611,4,4,100.9,26.3,2266,87.8,88.38,0,4,0,0.6000000000000085,6.65,116,154,126,148,314,326,299,"-3.7","3.7"
4,624431,"Trevino, Jose",614,0.7,1,3,,4,2.002,0.78,0.468,4,4,98.8,26.3,2094,87.8,88.03,0,4,0,0.20000000000000284,6.22,107,151,119,147,305,325,284,"-4.8","4.8"
4,656180,"Adams, Riley",567,0.7,1,3,,4,2.002,1.274,0.649,4,4,105.2,33.8,2128,85.2,85.6,0,4,0,0.3999999999999915,6.53,116,153,122,147,308,320,288,"-6.4","6.4"
4,681807,"Fry, David",406,1,1,3,,4,2.002,1.414,0.744,4,4,103.4,29.3,2228,91,91.38,0,4,0,0.4000000000000057,6.55,117,149,122,148,288,320,287,"-6.9","6.9"
4,609280,"Andujar, Miguel",239,1.7,1,3,,4,2.002,1.257,0.714,4,4,103.8,26.5,2248,91.2,91.58,0,4,0,0.3999999999999915,6.35,114,153,122,148,310,318,296,"-5.5","5.5"
3,691016,"Soderstrom, Tyler",460,0.7,1,3,,4,2.002,1.767,0.914,3,3,106.1,25.7,2278,85.3,85.23,0,3,0,-0.09999999999999432,6.23,128,150,127,154,301,327,303,"-3","3"
3,687799,"Marlowe, Cade",431,0.7,1,3,,4,2.002,1.057,0.552,3,3,101.4,32.3,2094,92.7,93.4,0,3,0,0.7000000000000028,6.67,122,144,132,153,289,324,292,"-5.9","5.9"
3,516416,"Segura, Jean",1246,0.2,1,3,,4,2.002,1.599,0.835,3,3,106.1,24.7,2341,88,89.07,0,3,0,1.0999999999999943,6.83,114,153,123,149,301,321,285,"-3.2","3.2"
3,571976,"Myers, Wil",550,0.5,1,3,,4,2.002,1.237,0.631,3,3,102.1,31.3,2417,91.3,91.43,0,3,0,0.10000000000000853,6.23,114,152,122,149,293,320,292,"-4.4","4.4"
3,649966,"Urías, Luis",741,0.4,1,3,,4,2.002,1.476,0.757,3,3,103.5,29.3,2384,92.2,93.43,0,3,0,1.2000000000000028,7.03,106,150,117,148,294,325,284,"-7","7"
3,656541,"Hilliard, Sam",312,1,1,3,,4,2.002,1.941,0.983,3,3,110.5,23.7,2369,88.1,88.57,0,3,0,0.5,6.53,105,146,125,149,308,328,305,"-3.8","3.8"
3,669304,"Miranda, Jose",545,0.6,1,3,,4,2.002,1.228,0.687,3,3,102.2,27,2368,89.6,89.3,0,3,0,-0.29999999999999716,6.3,104,153,121,149,294,325,283,"-3.7","3.7"
3,686217,"Frelick, Sal",760,0.4,1,3,,4,2.002,0.7,0.392,3,3,99.5,33,2193,94.7,94.67,0,3,0,0,6.13,124,149,125,152,282,310,291,"-6.3","6.3"
3,572287,"Zunino, Mike",606,0.5,1,3,,4,2.002,0.781,0.389,3,3,105.2,40.3,2206,92.7,93.27,0,3,0,0.5999999999999943,6.67,113,153,121,146,289,319,282,"-5.5","5.5"
3,621028,"Newman, Kevin",912,0.3,1,3,,4,2.002,1.071,0.572,3,3,102.1,30,2124,90.7,90.77,0,3,0,0.09999999999999432,6.5,106,152,121,147,297,321,288,"-3.7","3.7"
3,606132,"Tapia, Raimel",610,0.5,1,3,,4,2.002,0.997,0.542,3,3,101.1,31.3,2399,84.7,84.63,0,3,0,-0.10000000000000853,6.3,121,148,121,149,295,322,299,"-3.6","3.6"
3,542932,"Berti, Jon",1442,0.2,1,3,,4,2.002,1.377,0.802,3,3,103.6,24.7,2089,84,84.53,0,3,0,0.5,6.63,114,152,117,150,300,311,282,"-2.9","2.9"
3,669003,"Mitchell, Garrett",237,1.3,1,3,,4,2.002,0.703,0.418,3,3,101.8,29.3,2489,88.9,89.03,0,3,0,0.09999999999999432,6.37,126,148,134,153,290,324,299,"-2.9","2.9"
3,676059,"Westburg, Jordan",759,0.4,1,3,,4,2.002,1.492,0.813,3,3,104.9,24.3,2287,90.1,90.3,0,3,0,0.20000000000000284,6.43,105,149,103,146,294,321,286,"-3.7","3.7"
3,655316,"Monasterio, Andruw",1270,0.2,1,3,,4,2.002,0.925,0.561,3,3,100.9,28.3,2117,88.6,89.23,0,3,0,0.6000000000000085,6.77,115,147,127,148,299,318,289,"-4.6","4.6"
3,541645,"García, Avisaíl",436,0.7,1,3,,4,2.002,1.701,0.85,3,3,107.9,30,2364,87.4,87,0,3,0,-0.4000000000000057,6.1,115,153,129,148,314,318,288,"-4.6","4.6"
3,670223,"Mervis, Matt",405,0.7,1,3,,4,2.002,1.669,0.879,3,3,107.8,24.7,2060,87.8,87.93,0,3,0,0.10000000000000853,6.3,109,148,120,153,293,324,294,"-3.9","3.9"
3,668942,"Rojas, Josh",1230,0.2,1,3,,4,2.002,0.917,0.522,3,3,99,27.3,2219,87,88.1,0,3,0,1.0999999999999943,6.93,109,147,110,151,289,321,295,"-4.5","4.5"
3,593643,"Alberto, Hanser",273,1.1,1,3,,4,2.002,0.403,0.246,3,3,95.5,30.7,2549,85.6,85.23,0,3,0,-0.3999999999999915,5.83,94,148,110,142,297,321,290,"-4.8","4.8"
3,672779,"Marcano, Tucupita",730,0.4,1,3,,4,2.002,1.24,0.679,3,3,104.3,29,2008,89.1,89.03,0,3,0,-0.09999999999999432,6.27,121,149,106,152,282,315,299,"-5.4","5.4"
3,624414,"Arroyo, Christian",734,0.4,1,3,,4,2.002,1.116,0.608,3,3,101.4,29.3,1930,86.8,88.73,0,3,0,1.9000000000000057,7.2,117,153,124,148,286,328,290,"-3","3"
3,607732,"Stallings, Jacob",1005,0.3,1,3,,4,2.002,1.091,0.662,3,3,103.2,27,2256,92.1,92.37,0,3,0,0.30000000000001137,6.47,105,153,124,150,302,319,284,"-3.9","3.9"
3,613564,"Vosler, Jason",282,1.1,1,3,,4,2.002,1.286,0.659,3,3,103.7,31,2145,87.7,87.77,0,3,0,0.09999999999999432,6.4,125,148,112,153,294,322,297,"-4.6","4.6"
3,666211,"Trammell, Taylor",239,1.3,1,3,,4,2.002,1.111,0.599,3,3,103.1,28.3,2017,89.3,90.13,0,3,0,0.7999999999999972,6.87,111,146,110,153,286,320,296,"-6.7","6.7"
