"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp"
52,621566,"Olson, Matt",2914,1.8,1,3,,4,2.002,1.537,0.783,52,52,106.7,30.8,2213,89,89.42,0,52,0,0.4000000000000057,6.49,118,146,128,152,303,329,304,"-72.7","72.7"
45,624413,"Alonso, Pete",2401,1.9,1,3,,4,2.002,1.688,0.886,45,45,108.8,26.9,2230,90.4,90.67,0,45,0,0.29999999999999716,6.4,104,152,122,147,304,326,297,"-67.7","67.7"
45,656941,"Schwarber, Kyle",2918,1.5,1,3,,4,2.002,1.593,0.833,45,45,106.7,27.3,2234,88.7,88.73,0,45,0,0,6.29,122,147,122,152,297,327,301,"-63.3","63.3"
44,660271,"Ohtani, Shohei",2303,1.9,1,3,,4,2.002,1.799,0.918,44,44,109.1,27.9,2285,88.7,89.23,0,44,0,0.5,6.64,114,146,129,151,304,330,307,"-59.3","59.3"
39,660670,"Acuña Jr., Ronald",2631,1.5,1,3,,4,2.002,1.709,0.888,39,39,109.1,26.1,2285,88.6,89.02,0,39,0,0.4000000000000057,6.45,109,152,123,147,312,332,299,"-52.1","52.1"
39,605141,"Betts, Mookie",2537,1.5,1,3,,4,2.002,1.408,0.742,39,39,103.9,28.5,2238,89.2,89.36,0,39,0,0.20000000000000284,6.36,114,152,122,147,304,322,297,"-48.1","48.1"
37,673357,"Robert Jr., Luis",2155,1.7,1,3,,4,2.002,1.632,0.855,37,37,105.8,26.4,2331,88.1,88.41,0,37,0,0.30000000000001137,6.44,109,152,120,147,302,326,297,"-47.6","47.6"
36,624585,"Soler, Jorge",2191,1.6,1,3,,4,2.002,1.565,0.815,36,36,106.3,28.1,2240,89.7,89.78,0,36,0,0.09999999999999432,6.34,108,151,123,145,308,326,298,"-46.8","46.8"
36,663586,"Riley, Austin",2676,1.3,1,3,,4,2.002,1.532,0.791,36,36,105.9,27.7,2247,87.6,88.05,0,36,0,0.4000000000000057,6.44,108,149,122,146,310,328,301,"-49.7","49.7"
36,571970,"Muncy, Max",2303,1.6,1,3,,4,2.002,1.54,0.779,36,36,105.6,30.9,2194,90,90.38,0,36,0,0.4000000000000057,6.46,113,144,128,152,296,323,302,"-50.5","50.5"
35,542303,"Ozuna, Marcell",2200,1.6,1,3,,4,2.002,1.561,0.79,35,35,106.4,30.2,2281,89,89.42,0,35,0,0.4000000000000057,6.45,110,153,124,148,309,330,298,"-44.6","44.6"
35,666969,"García, Adolis",2396,1.5,1,3,,4,2.002,1.564,0.819,35,35,105.3,28.1,2276,88.9,88.82,0,35,0,-0.10000000000000853,6.34,110,152,121,148,310,333,298,"-53.5","53.5"
33,646240,"Devers, Rafael",2447,1.3,1,3,,4,2.002,1.584,0.811,33,33,106,29.4,2320,88.4,88.62,0,33,0,0.19999999999998863,6.4,115,145,123,151,287,330,305,"-45.5","45.5"
33,669394,"Burger, Jake",1941,1.7,1,3,,4,2.002,1.43,0.771,33,33,106,26.8,2292,88.7,89.2,0,33,0,0.5,6.53,107,151,121,145,306,323,290,"-46.9","46.9"
32,665742,"Soto, Juan",2756,1.2,1,3,,4,2.002,1.683,0.873,32,32,107.2,27.2,2266,92,92.13,0,32,0,0.09999999999999432,6.37,116,145,126,151,295,328,307,"-44.5","44.5"
32,592450,"Judge, Aaron",1763,1.8,1,3,,4,2.002,1.655,0.844,32,32,108.9,29.6,2209,90.3,90.69,0,32,0,0.4000000000000057,6.54,108,152,125,146,308,333,295,"-41.5","41.5"
31,608369,"Seager, Corey",1699,1.8,1,3,,4,2.002,1.523,0.792,31,31,105.3,28.5,2209,89.4,89.15,0,31,0,-0.20000000000000284,6.17,121,146,127,152,303,333,303,"-39","39"
31,677594,"Rodríguez, Julio",2353,1.3,1,3,,4,2.002,1.428,0.758,31,31,105.1,28.7,2276,87.8,88.08,0,31,0,0.29999999999999716,6.35,108,151,121,147,303,325,292,"-41.9","41.9"
31,645277,"Albies, Ozzie",2369,1.3,1,3,,4,2.002,1.034,0.539,31,31,101.3,31.8,2229,90.4,90.8,0,31,0,0.3999999999999915,6.42,115,145,116,150,299,326,298,"-43.9","43.9"
30,572233,"Walker, Christian",2529,1.2,1,3,,4,2.002,1.324,0.703,30,30,104.4,29.6,2267,87.9,87.95,0,30,0,0,6.28,111,152,122,147,306,329,301,"-42.1","42.1"
29,663728,"Raleigh, Cal",2187,1.3,1,3,,4,2.002,1.511,0.782,29,29,105.5,28.8,2197,89.8,90.16,0,29,0,0.4000000000000057,6.41,113,146,128,151,293,325,293,"-38.8","38.8"
29,679529,"Torkelson, Spencer",2607,1.1,1,3,,4,2.002,1.425,0.75,29,29,103.9,28.9,2322,88.7,89.16,0,29,0,0.5,6.5,107,150,122,145,301,327,293,"-38.8","38.8"
29,670623,"Paredes, Isaac",2192,1.3,1,3,,4,2.002,0.858,0.478,29,29,100.2,30.7,2237,90.4,90.59,0,29,0,0.19999999999998863,6.47,113,151,123,146,300,327,295,"-39.3","39.3"
29,502110,"Martinez, J.D.",1727,1.7,1,3,,4,2.002,1.433,0.736,29,29,104.3,30.4,2276,89.5,89.89,0,29,0,0.4000000000000057,6.41,110,152,124,147,307,323,296,"-44.9","44.9"
29,677951,"Witt Jr., Bobby",2531,1.1,1,3,,4,2.002,1.578,0.829,29,29,105.2,26.8,2201,87.5,87.94,0,29,0,0.4000000000000057,6.46,110,150,118,145,308,329,297,"-37.6","37.6"
28,663656,"Tucker, Kyle",2415,1.2,1,3,,4,2.002,1.455,0.751,28,28,104,29,2229,88.3,88.58,0,28,0,0.29999999999999716,6.5,114,144,128,152,295,328,302,"-39.7","39.7"
28,670541,"Alvarez, Yordan",1771,1.6,1,3,,4,2.002,1.543,0.81,28,28,107.5,27.9,2253,87,86.99,0,28,0,0,6.25,117,142,125,149,298,334,304,"-42.3","42.3"
28,592518,"Machado, Manny",2204,1.3,1,3,,4,2.002,1.277,0.713,28,28,104.8,27.2,2329,88.1,88.22,0,28,0,0.10000000000000853,6.34,111,151,124,148,300,325,298,"-37.3","37.3"
27,667670,"Rooker, Brent",1968,1.4,1,3,,4,2.002,1.486,0.773,27,27,104.8,29.7,2264,89.6,89.91,0,27,0,0.30000000000001137,6.39,107,151,120,145,304,325,293,"-36.8","36.8"
27,592206,"Castellanos, Nick",2313,1.2,1,3,,4,2.002,1.209,0.625,27,27,103.1,31.6,2290,87.2,87.51,0,27,0,0.29999999999999716,6.46,104,149,122,145,305,328,293,"-40.4","40.4"
27,683002,"Henderson, Gunnar",2241,1.2,1,3,,4,2.002,1.435,0.752,27,27,104.8,28.7,2247,86.4,86.7,0,27,0,0.29999999999999716,6.44,117,148,118,152,297,328,299,"-40.3","40.3"
27,623993,"Santander, Anthony",2577,1,1,3,,4,2.002,1.348,0.717,27,27,103,28,2218,90,90.55,0,27,0,0.5,6.59,114,147,129,151,300,329,298,"-39.3","39.3"
27,669357,"Gorman, Nolan",1888,1.4,1,3,,4,2.002,1.66,0.851,27,27,105.7,29.2,2206,89.3,89.46,0,27,0,0.20000000000000284,6.27,110,145,118,150,296,326,306,"-42.4","42.4"
26,596019,"Lindor, Francisco",2590,1,1,3,,4,2.002,1.374,0.737,26,26,103.5,27.5,2175,89.1,89.3,0,26,0,0.20000000000000284,6.37,112,149,120,149,298,324,298,"-36.3","36.3"
26,607208,"Turner, Trea",2544,1,1,3,,4,2.002,1.24,0.662,26,26,102.9,29.3,2242,89.3,89.17,0,26,0,-0.09999999999999432,6.28,107,150,118,146,298,324,290,"-34.4","34.4"
26,657041,"Thomas, Lane",2459,1.1,1,3,,4,2.002,1.421,0.764,26,26,104.5,28,2278,89.6,89.85,0,26,0,0.30000000000001137,6.35,111,152,119,148,303,320,291,"-33.5","33.5"
26,641355,"Bellinger, Cody",2009,1.3,1,3,,4,2.002,1.208,0.636,26,26,102.4,30,2166,87.6,87.85,0,26,0,0.30000000000001137,6.42,119,146,125,152,292,322,299,"-34.5","34.5"
26,518692,"Freeman, Freddie",2582,1,1,3,,4,2.002,1.429,0.731,26,26,104.7,30.8,2280,88.5,88.83,0,26,0,0.29999999999999716,6.48,118,147,127,152,296,322,302,"-38.1","38.1"
26,571448,"Arenado, Nolan",2275,1.1,1,3,,4,2.002,1.402,0.759,26,26,104,27.6,2276,89.3,90.02,0,26,0,0.7000000000000028,6.7,108,152,122,147,301,328,299,"-38.3","38.3"
25,665487,"Tatis Jr., Fernando",2200,1.1,1,3,,4,2.002,1.575,0.816,25,25,105.5,28,2380,87.8,87.82,0,25,0,0,6.35,110,152,122,148,302,327,296,"-32.3","32.3"
25,669261,"Suwinski, Jack",2108,1.2,1,3,,4,2.002,1.647,0.84,25,25,106.3,30.2,2232,88,88.26,0,25,0,0.29999999999999716,6.32,119,145,116,151,297,327,299,"-31.2","31.2"
25,606192,"Hernández, Teoscar",2528,1,1,3,,4,2.002,1.682,0.895,25,25,107.1,25.1,2225,89.9,90.27,0,25,0,0.3999999999999915,6.44,111,152,122,147,303,326,293,"-34.2","34.2"
25,642350,"Siri, Jose",1340,1.9,1,3,,4,2.002,1.436,0.746,25,25,105.6,29.3,2240,88.9,89.14,0,25,0,0.19999999999998863,6.39,110,152,113,147,305,326,291,"-31.8","31.8"
25,650402,"Torres, Gleyber",2486,1,1,3,,4,2.002,1.453,0.764,25,25,104.4,28.1,2246,91.4,91.72,0,25,0,0.29999999999999716,6.49,109,152,121,147,305,327,286,"-30.4","30.4"
25,682998,"Carroll, Corbin",2304,1.1,1,3,,4,2.002,1.331,0.716,25,25,103.6,27.4,2298,88.9,88.98,0,25,0,0.09999999999999432,6.32,115,146,110,151,293,324,303,"-33.6","33.6"
25,502671,"Goldschmidt, Paul",2740,0.9,1,3,,4,2.002,1.557,0.811,25,25,105.2,29.2,2248,89.6,89.92,0,25,0,0.30000000000001137,6.32,108,151,122,147,312,325,297,"-32.5","32.5"
25,543760,"Semien, Marcus",2632,0.9,1,3,,4,2.002,1.042,0.566,25,25,100.8,29.3,2200,90.3,90.25,0,25,0,0,6.3,110,151,120,146,306,329,296,"-33.3","33.3"
24,665489,"Guerrero Jr., Vladimir",2290,1,1,3,,4,2.002,1.588,0.853,24,24,107.2,25.5,2147,86.6,86.63,0,24,0,0,6.3,104,151,125,148,303,332,296,"-35.5","35.5"
24,671213,"Casas, Triston",2062,1.2,1,3,,4,2.002,1.619,0.825,24,24,106.8,29.8,2227,89.5,89.86,0,24,0,0.4000000000000057,6.42,118,147,124,151,288,323,304,"-33.4","33.4"
24,519317,"Stanton, Giancarlo",1647,1.5,1,3,,4,2.002,1.647,0.883,24,24,110.6,24.7,2240,90,90.2,0,24,0,0.20000000000000284,6.35,109,150,124,147,313,330,293,"-32.7","32.7"
24,608324,"Bregman, Alex",2644,0.9,1,3,,4,2.002,0.927,0.511,24,24,100.4,29.7,2147,87.9,87.81,0,24,0,-0.10000000000000853,6.28,110,151,119,146,296,328,291,"-35.7","35.7"
24,642715,"Adames, Willy",2451,1,1,3,,4,2.002,1.512,0.78,24,24,104.1,29.6,2249,90.3,90.6,0,24,0,0.29999999999999716,6.49,104,149,118,143,303,322,292,"-34","34"
24,666624,"Morel, Christopher",1536,1.6,1,3,,4,2.002,1.618,0.83,24,24,106.5,29,2287,88.7,89.01,0,24,0,0.29999999999999716,6.41,110,150,117,145,300,323,296,"-33.6","33.6"
24,666971,"Gurriel Jr., Lourdes",2065,1.2,1,3,,4,2.002,1.174,0.632,24,24,102.5,29.2,2230,86.1,86.13,0,24,0,0,6.38,112,150,122,147,307,328,295,"-35.2","35.2"
24,607043,"Nimmo, Brandon",2731,0.9,1,3,,4,2.002,1.642,0.869,24,24,106.2,25.8,2078,88.4,88.8,0,24,0,0.3999999999999915,6.48,120,149,108,153,292,322,303,"-29.8","29.8"
24,608070,"Ramírez, José",2457,1,1,3,,4,2.002,1.457,0.785,24,24,104.4,26.5,2338,89.2,89.59,0,24,0,0.3999999999999915,6.45,112,149,124,149,295,323,292,"-31.3","31.3"
24,606466,"Marte, Ketel",2370,1,1,3,,4,2.002,1.233,0.675,24,24,103.8,27.3,2189,86.5,87.13,0,24,0,0.5999999999999943,6.61,112,145,113,148,297,329,303,"-33.5","33.5"
23,673962,"Jung, Josh",1820,1.3,1,3,,4,2.002,1.508,0.784,23,23,104.3,28.7,2376,88.2,88.37,0,23,0,0.20000000000000284,6.4,102,151,121,145,312,331,294,"-34","34"
23,673237,"Diaz, Yainer",1255,1.8,1,3,,4,2.002,1.421,0.734,23,23,103.7,28.7,2121,87.7,87.46,0,23,0,-0.20000000000000284,6.17,110,150,123,146,295,327,290,"-31.3","31.3"
23,457759,"Turner, Justin",2539,0.9,1,3,,4,2.002,1.216,0.636,23,23,102.6,30,2259,89.2,89.38,0,23,0,0.20000000000000284,6.41,110,149,121,144,292,322,289,"-32","32"
23,641857,"McMahon, Ryan",2631,0.9,1,3,,4,2.002,1.527,0.779,23,23,105.2,30.2,2318,86.9,87.33,0,23,0,0.3999999999999915,6.4,121,147,125,152,298,333,311,"-31.6","31.6"
23,592273,"Drury, Brandon",1805,1.3,1,3,,4,2.002,1.327,0.727,23,23,104,28.5,2234,88.9,89.21,0,23,0,0.29999999999999716,6.51,108,153,121,148,306,324,295,"-31.9","31.9"
23,668227,"Arozarena, Randy",2579,0.9,1,3,,4,2.002,1.425,0.74,23,23,104.3,29.5,2172,90.3,89.98,0,23,0,-0.29999999999999716,6.15,110,152,122,147,302,330,294,"-31.4","31.4"
23,682626,"Alvarez, Francisco",1538,1.5,1,3,,4,2.002,1.403,0.738,23,23,104.5,28.9,2276,88.9,89.06,0,23,0,0.19999999999998863,6.42,109,151,123,148,303,322,295,"-34.8","34.8"
22,596146,"Kepler, Max",1815,1.2,1,3,,4,2.002,1.466,0.789,22,22,104.8,27.2,2212,87.9,88.26,0,22,0,0.3999999999999915,6.4,119,146,119,152,294,323,297,"-29.5","29.5"
22,527038,"Flores, Wilmer",1741,1.3,1,3,,4,2.002,1.156,0.629,22,22,101.7,29.4,2244,89.6,89.73,0,22,0,0.10000000000000853,6.36,106,151,122,147,297,320,291,"-29","29"
22,668804,"Reynolds, Bryan",2317,0.9,1,3,,4,2.002,1.564,0.791,22,22,105.5,30.2,2222,90.5,90.87,0,22,0,0.4000000000000057,6.45,112,145,119,148,299,323,299,"-27.8","27.8"
22,668715,"Steer, Spencer",2556,0.9,1,3,,4,2.002,1.314,0.706,22,22,103,27.6,2220,85.8,86.15,0,22,0,0.29999999999999716,6.43,103,152,120,147,298,322,287,"-31.3","31.3"
21,608336,"Gallo, Joey",1428,1.5,1,3,,4,2.002,1.68,0.835,21,21,107.2,31.9,2233,89.2,89.19,0,21,0,0,6.26,117,146,123,152,303,329,294,"-31.3","31.3"
21,621550,"Wisdom, Patrick",1254,1.7,1,3,,4,2.002,1.583,0.835,21,21,106.2,26.3,2209,88.8,88.86,0,21,0,0.10000000000000853,6.16,111,153,122,147,299,322,296,"-29.6","29.6"
21,664040,"Lowe, Brandon",1689,1.2,1,3,,4,2.002,1.512,0.778,21,21,104.9,29.6,2316,86.9,86.95,0,21,0,0,6.41,112,145,114,150,291,327,298,"-31","31"
21,681546,"Outman, James",2183,1,1,3,,4,2.002,1.495,0.775,21,21,104.5,28.3,2201,89.8,90.37,0,21,0,0.6000000000000085,6.6,115,145,123,151,291,322,299,"-30.5","30.5"
21,683011,"Volpe, Anthony",2206,1,1,3,,4,2.002,1.246,0.665,21,21,103,28.7,2214,92.7,92.9,0,21,0,0.20000000000000284,6.48,106,151,114,146,306,324,284,"-33.3","33.3"
21,521692,"Perez, Salvador",1958,1.1,1,3,,4,2.002,1.473,0.761,21,21,104.6,29,2113,89,89.51,0,21,0,0.5,6.47,111,153,124,146,307,328,297,"-28.1","28.1"
21,467793,"Santana, Carlos",2335,0.9,1,3,,4,2.002,1.311,0.713,21,21,103.2,26.6,2323,89.1,89.31,0,21,0,0.20000000000000284,6.53,117,145,124,150,298,324,294,"-26.7","26.7"
21,621020,"Swanson, Dansby",2407,0.9,1,3,,4,2.002,1.269,0.677,21,21,102.6,28.8,2206,89.3,90,0,21,0,0.7000000000000028,6.62,107,149,119,144,299,321,291,"-27.4","27.4"
21,592696,"Rosario, Eddie",1802,1.2,1,3,,4,2.002,1.394,0.742,21,21,103.4,27.1,2190,88.7,89.17,0,21,0,0.5,6.5,108,145,113,151,304,328,300,"-34.6","34.6"
21,605137,"Bell, Josh",2292,0.9,1,3,,4,2.002,1.605,0.82,21,21,105.9,29.6,2226,89.3,89.28,0,21,0,0,6.28,116,147,125,149,296,322,294,"-24.8","24.8"
21,553993,"Suárez, Eugenio",2733,0.8,1,3,,4,2.002,1.435,0.727,21,21,103.9,31.4,2284,89.9,90.28,0,21,0,0.3999999999999915,6.49,106,151,120,144,300,323,291,"-30","30"
21,600869,"Candelario, Jeimer",2256,0.9,1,3,,4,2.002,1.39,0.721,21,21,103.9,29.4,2272,88.6,88.74,0,21,0,0.10000000000000853,6.32,119,148,123,151,295,323,298,"-26.8","26.8"
20,543807,"Springer, George",2371,0.8,1,3,,4,2.002,1.231,0.67,20,20,103.1,26.9,2309,87.9,87.98,0,20,0,0.09999999999999432,6.3,108,152,122,146,297,327,290,"-22.9","22.9"
20,676801,"McCormick, Chas",1686,1.2,1,3,,4,2.002,1.157,0.591,20,20,102.7,32.7,2324,90.9,90.87,0,20,0,0,6.4,104,151,115,147,302,327,289,"-29.7","29.7"
20,669221,"Murphy, Sean",1664,1.2,1,3,,4,2.002,1.672,0.882,20,20,107.6,27.1,2195,89.3,89.82,0,20,0,0.5,6.56,104,151,122,146,309,331,296,"-29","29"
20,683734,"Vaughn, Andrew",2171,0.9,1,3,,4,2.002,1.371,0.741,20,20,104.6,27.5,2231,88.4,88.93,0,20,0,0.5,6.5,104,147,120,143,304,327,292,"-25.7","25.7"
20,594807,"Duvall, Adam",1255,1.6,1,3,,4,2.002,1.472,0.756,20,20,105.6,30.3,2245,91.2,91.25,0,20,0,0.09999999999999432,6.31,106,153,120,145,286,325,298,"-30.8","30.8"
20,575929,"Contreras, Willson",1950,1,1,3,,4,2.002,1.721,0.893,20,20,108.9,28,2258,89.2,90.01,0,20,0,0.7999999999999972,6.71,108,150,121,146,309,327,296,"-26.9","26.9"
20,592669,"Renfroe, Hunter",2092,1,1,3,,4,2.002,1.314,0.71,20,20,103.2,26.7,2203,87.9,88.22,0,20,0,0.29999999999999716,6.43,104,150,119,143,302,327,296,"-26.5","26.5"
20,669127,"Langeliers, Shea",1809,1.1,1,3,,4,2.002,1.549,0.8,20,20,106.4,29,2343,89.4,89.41,0,20,0,0,6.31,108,152,121,146,299,324,291,"-27.9","27.9"
20,572191,"Taylor, Michael A.",1406,1.4,1,3,,4,2.002,1.448,0.75,20,20,105.4,30.4,2250,88.7,89.03,0,20,0,0.29999999999999716,6.48,108,150,111,145,303,325,289,"-25.6","25.6"
20,681481,"Carpenter, Kerry",1584,1.3,1,3,,4,2.002,1.224,0.642,20,20,102.6,31.1,2185,88.6,88.83,0,20,0,0.20000000000000284,6.35,118,147,118,153,291,327,298,"-32.3","32.3"
20,650490,"Díaz, Yandy",2269,0.9,1,3,,4,2.002,1.373,0.793,20,20,106.5,24.2,2330,86.6,86.71,0,20,0,0.10000000000000853,6.41,109,149,122,147,307,327,292,"-29.3","29.3"
19,650559,"De La Cruz, Bryan",2321,0.8,1,3,,4,2.002,1.454,0.766,19,19,103.9,28.3,2246,88.8,89.12,0,19,0,0.29999999999999716,6.47,102,151,121,147,302,322,290,"-26.8","26.8"
19,593428,"Bogaerts, Xander",2495,0.8,1,3,,4,2.002,1.309,0.69,19,19,102.8,28.5,2283,88.2,88.34,0,19,0,0.09999999999999432,6.43,103,151,123,147,302,325,296,"-29.6","29.6"
19,596142,"Sánchez, Gary",1091,1.7,1,3,,4,2.002,1.54,0.816,19,19,105.2,27,2236,89.1,89.44,0,19,0,0.30000000000001137,6.46,112,152,125,147,301,325,301,"-29.7","29.7"
19,673548,"Suzuki, Seiya",2283,0.8,1,3,,4,2.002,1.484,0.786,19,19,105.4,27.8,2287,85.6,85.87,0,19,0,0.30000000000001137,6.35,111,152,122,148,303,324,294,"-21.7","21.7"
19,664023,"Happ, Ian",2712,0.7,1,3,,4,2.002,1.371,0.725,19,19,103.7,28.1,2165,87,88.21,0,19,0,1.2000000000000028,6.44,113,148,122,149,297,324,302,"-25.4","25.4"
19,670042,"Raley, Luke",1545,1.2,1,3,,4,2.002,1.618,0.836,19,19,107.1,26.3,2150,88.9,89.14,0,19,0,0.19999999999998863,6.51,118,146,116,152,294,327,304,"-22.4","22.4"
19,592663,"Realmuto, J.T.",1974,1,1,3,,4,2.002,1.498,0.779,19,19,105,28.6,2241,88.5,88.86,0,19,0,0.4000000000000057,6.48,107,152,121,147,307,324,294,"-22.3","22.3"
19,668670,"Rogers, Jake",1347,1.4,1,3,,4,2.002,1.405,0.733,19,19,103.3,29.5,2114,90.6,90.49,0,19,0,-0.09999999999999432,6.18,111,152,123,147,300,325,291,"-28.2","28.2"
19,666182,"Bichette, Bo",2065,0.9,1,3,,4,2.002,1.5,0.795,19,19,104.4,26.4,2266,87,87.11,0,19,0,0.09999999999999432,6.33,111,151,122,150,300,325,291,"-27.1","27.1"
19,547180,"Harper, Bryce",1913,1,1,3,,4,2.002,1.604,0.861,19,19,107,25.3,2229,87,87.17,0,19,0,0.20000000000000284,6.41,113,147,125,152,293,327,300,"-26.6","26.6"
19,668939,"Rutschman, Adley",2736,0.7,1,3,,4,2.002,1.5,0.774,19,19,104.9,29.1,2201,91.5,91.84,0,19,0,0.29999999999999716,6.49,115,149,125,152,299,327,296,"-24","24"
18,621043,"Correa, Carlos",2256,0.8,1,3,,4,2.002,1.36,0.736,18,18,105,27.1,2297,88.7,89.09,0,18,0,0.3999999999999915,6.45,111,152,122,147,304,326,290,"-20.9","20.9"
18,663624,"Mountcastle, Ryan",1702,1.1,1,3,,4,2.002,1.673,0.85,18,18,107.1,27.7,2324,86,86.28,0,18,0,0.29999999999999716,6.4,108,148,119,145,310,330,292,"-29.7","29.7"
18,605204,"Davis, J.D.",2017,0.9,1,3,,4,2.002,1.38,0.717,18,18,104,30.1,2249,88.3,88.22,0,18,0,-0.09999999999999432,6.13,106,150,119,146,303,325,293,"-28.9","28.9"
18,641598,"Garver, Mitch",1283,1.4,1,3,,4,2.002,1.559,0.821,18,18,105.4,27.7,2284,89.9,90.02,0,18,0,0.09999999999999432,6.32,114,153,122,146,302,332,298,"-25.6","25.6"
18,665862,"Chisholm Jr., Jazz",1408,1.3,1,3,,4,2.002,1.548,0.78,18,18,105.4,30.9,2360,87.6,87.59,0,18,0,0,6.33,118,143,108,150,293,323,304,"-26","26"
18,666139,"Lowe, Josh",1891,1,1,3,,4,2.002,1.604,0.825,18,18,106,27.8,2160,87.9,87.94,0,18,0,0,6.31,120,147,118,153,295,326,301,"-21.7","21.7"
18,671739,"Harris II, Michael",1816,1,1,3,,4,2.002,1.577,0.829,18,18,106,27,2298,86.1,86.42,0,18,0,0.30000000000001137,6.41,120,146,114,152,294,324,305,"-21.7","21.7"
18,682928,"Abrams, CJ",2048,0.9,1,3,,4,2.002,1.194,0.647,18,18,102.2,28.1,2105,88.3,88.69,0,18,0,0.4000000000000057,6.42,114,143,104,147,289,317,296,"-24.4","24.4"
18,669257,"Smith, Will",2144,0.8,1,3,,4,2.002,1.192,0.623,18,18,102.8,30.9,2251,87.9,88.14,0,18,0,0.19999999999998863,6.31,105,151,121,146,303,322,292,"-25.3","25.3"
18,545361,"Trout, Mike",1547,1.2,1,3,,4,2.002,1.66,0.845,18,18,106.5,30,2241,86.7,86.99,0,18,0,0.29999999999999716,6.39,103,151,121,145,314,329,298,"-24.8","24.8"
18,641680,"Heim, Jonah",1839,1,1,3,,4,2.002,1.388,0.722,18,18,103.5,29.7,2273,90.6,90.83,0,18,0,0.29999999999999716,6.51,118,147,121,151,299,331,292,"-32.2","32.2"
17,514888,"Altuve, Jose",1399,1.2,1,3,,4,2.002,1.335,0.699,17,17,103.5,30.3,2241,89.2,89.47,0,17,0,0.29999999999999716,6.45,113,152,116,146,300,326,299,"-23.2","23.2"
17,621439,"Buxton, Byron",1367,1.2,1,3,,4,2.002,1.363,0.725,17,17,104.9,27.9,2317,87.5,87.89,0,17,0,0.4000000000000057,6.37,109,150,118,144,301,327,295,"-26.9","26.9"
17,592885,"Yelich, Christian",2422,0.7,1,3,,4,2.002,1.522,0.793,17,17,105.6,28.4,2127,90.4,91.02,0,17,0,0.5999999999999943,6.59,119,147,119,152,292,324,302,"-23.9","23.9"
17,661388,"Contreras, William",2247,0.8,1,3,,4,2.002,1.65,0.84,17,17,106.8,28.5,2230,88.4,88.7,0,17,0,0.29999999999999716,6.46,107,151,121,146,306,320,288,"-23.4","23.4"
17,673490,"Kim, Ha-Seong",2541,0.7,1,3,,4,2.002,1.1,0.609,17,17,101.4,26.8,2262,90,90.09,0,17,0,0.09999999999999432,6.37,114,151,116,146,302,325,291,"-21.9","21.9"
17,606115,"Arcia, Orlando",2011,0.8,1,3,,4,2.002,1.578,0.829,17,17,104,27.1,2322,92.7,93.31,0,17,0,0.5999999999999943,6.58,106,152,123,149,310,324,297,"-23.2","23.2"
17,666134,"Jones, Nolan",1609,1.1,1,3,,4,2.002,1.687,0.875,17,17,107.7,27.8,2227,89,89.78,0,17,0,0.7999999999999972,6.56,119,148,119,153,296,331,304,"-22.7","22.7"
17,643376,"Jansen, Danny",1185,1.4,1,3,,4,2.002,1.265,0.696,17,17,102.8,27.7,2217,88.6,88.49,0,17,0,-0.09999999999999432,6.25,105,149,120,143,288,325,297,"-23.7","23.7"
17,662139,"Varsho, Daulton",2201,0.8,1,3,,4,2.002,1.547,0.827,17,17,105.9,26.1,2246,90.4,90.71,0,17,0,0.29999999999999716,6.54,108,143,111,149,291,325,296,"-22.1","22.1"
17,647304,"Naylor, Josh",1510,1.1,1,3,,4,2.002,1.514,0.802,17,17,104.5,26,2158,88.8,88.96,0,17,0,0.20000000000000284,6.39,113,147,124,150,292,320,295,"-26.7","26.7"
17,660688,"Ruiz, Keibert",1753,1,1,3,,4,2.002,1.129,0.623,17,17,101.7,27.6,2300,90.4,90.94,0,17,0,0.5,6.53,121,147,119,152,293,319,296,"-22.7","22.7"
17,664761,"Bohm, Alec",2114,0.8,1,3,,4,2.002,1.52,0.789,17,17,104.2,28.4,2069,87.5,87.77,0,17,0,0.29999999999999716,6.42,105,150,121,147,308,324,293,"-25.3","25.3"
17,677551,"Franco, Wander",1901,0.9,1,3,,4,2.002,1.414,0.756,17,17,104.4,28.4,2237,89,89.02,0,17,0,0,6.42,114,147,119,151,296,329,304,"-19.9","19.9"
17,650391,"Jiménez, Eloy",1613,1.1,1,3,,4,2.002,1.55,0.834,17,17,106.6,26,2292,89.5,90.38,0,17,0,0.9000000000000057,6.81,107,152,124,147,304,330,295,"-21.5","21.5"
16,474832,"Belt, Brandon",1703,0.9,1,3,,4,2.002,1.433,0.732,16,16,103.6,30.4,2265,89.8,90.37,0,16,0,0.6000000000000085,6.63,120,147,114,152,290,324,296,"-19.1","19.1"
16,663993,"Lowe, Nathaniel",2843,0.6,1,3,,4,2.002,1.415,0.755,16,16,104,27.6,2290,87.7,87.49,0,16,0,-0.20000000000000284,6.16,116,147,128,150,299,329,305,"-21.9","21.9"
